INMUEBLE;PROVINCIA;MUNICIPIO;AFECTACIÓN;SUBTIPO;ESTADO INMUEBLE;ADSCRIPCIÓN;CERTIFICADO ENERGÉTICO (S/N);INSCRITO REGISTRO PROPIEDAD (S/N);LICENCIA APERTURA (S/N);FECHA ALTA;FECHA BAJA;FECHA BIC;SUPERFICIE CONSTRUIDA;CALIFICACIÓN SUELO CASTELLANO;CALIFICACIÓN SUELO VALENCIANO;CLASIFICACIÓN SUELO CASTELLANO;CLASIFICACIÓN SUELO VALENCIANO;DERECHO TERCERO CASTELLANO;DERECHO TERCERO VALENCIANO;NATURALEZA CASTELLANO;NATURALEZA VALENCIANO;NIVEL CASTELLANO;NIVEL VALENCIANO;SITUACIÓN ARRENDAMIENTO CASTELLANO;SITUACIÓN ARRENDAMIENTO VALENCIANO;USO PORMENOR CASTELLANO;USO PORMENOR VALENCIANO
Antigua Colonia Agricola Del Montgó;Alicante/Alacant;Dénia;Montes;Edificio;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1986/04/21 00:00:00.000000000;;;560,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antigua Dirección Territorial De Bienestar Social;Valencia/València;València;Administrativo;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1985/01/23 00:00:00.000000000;;;435,84;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antigua Escuela Hogar De Requena Edificio Ubicado En El Recinto Vallado Del Colegio Serrano Clavero;Valencia/València;Requena;Docente;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;2012/11/02 00:00:00.000000000;;;0,0;Dotacional Escolar;Dotacional Escolar;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antigua Estacion De Marchalenes: Centro Ocupacional Para Personas Con Discapacidad Intelectual;Valencia/València;València;Asistencial Social;Edificio;Inventariado;Instituto Valenciano De Atención Social Y Sanitaria;N;S;N;2002/05/20 00:00:00.000000000;;;600,0;Sistema General;Sistema General;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Antigua Estacion-Apeadero Foia-El Vedat Y Vías Férreas     Linea 1  Bétera - Castello;Valencia/València;Torrent;Servic. Ferroviarios (Estaciones,Lineas);Infraestructura;Inventariado;Ferrocarrils De La Generalitat Valencian;N;N;N;1986/01/01 00:00:00.000000000;;;3720,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antigua Guarderia Infantil Caperucita Roja;Valencia/València;Burjassot;Docente;Vivienda;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;N;N;1983/01/01 00:00:00.000000000;;;324,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Antigua Guarderia Infantil De Sueca (Actualmente Almacen);Valencia/València;Sueca;Docente;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1982/01/01 00:00:00.000000000;;;3000,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Antigua Guarderia Infantil Principe Valiente De Manises Actual Escuela E. Infantil;Valencia/València;Manises;Docente;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;1339,44;Industrial;Industrial;Suelo Urbanizable;Suelo Urbanizable;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Antigua Sede De La Universidad Internacional Menéndez Pelayo (Uimp);Valencia/València;València;Patrimonial;Edificio;Inventariado;Dirección General De Patrimonio;N;S;N;2001/02/09 00:00:00.000000000;;;758,69;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antigua Tabacalera;Valencia/València;Albal;Patrimonial;Complejo;Inventariado;Dirección General De Patrimonio;N;S;N;1995/03/01 00:00:00.000000000;;;5296,86;Terciario;Terciario;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Terciario Bloque Aislado;Terciario Bloque Aislado
Antiguo Campamento Juvenil Tabarla;Valencia/València;Yátova;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;194,89;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antiguo Centro Social : De Cultura Y Biblioteca;Alicante/Alacant;Parcent;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/10/13 00:00:00.000000000;;;416,76;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Antiguo Club Juvenil De Crevillente;Alicante/Alacant;Crevillent;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;314,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Manzana Cerrada;Residencial Manzana Cerrada
Antiguo Colegio Rural De Algoda Destinado A Atención Personas Con Diversidad Funcional.;Alicante/Alacant;Elx/Elche;Asistencial Social;Complejo;Inventariado;Instituto Valenciano De Atención Social Y Sanitaria;N;N;N;2021/02/04 00:00:00.000000000;;;334,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Antiguo Edificio De Correos;Alicante/Alacant;Elx/Elche;Administrativo;Edificio;Inventariado;Conselleria De  Innovacion, Industria, Comercio Y Turismo;N;S;N;2019/05/24 00:00:00.000000000;;;1579,4;Terciario;Terciario;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Terciario Y Dotacional;Terciario Y Dotacional
Antiguo Hogar Juvenil De Paterna (Ocasionalmente Casal Fallero);Valencia/València;Paterna;Cultural;Local;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;246,22;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Antiguo I.E.S.  De Dolores  (Actualmente Es Un Colegio De Primaria);Alicante/Alacant;Dolores;Docente;Complejo;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1992/09/17 00:00:00.000000000;;;10981,51;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Antiguo Palacio Casa O Palacio Del Cid  Para Museo Del Vino Cedido Uso Ayuntamiento;Valencia/València;Requena;Patrimonial;Edificio;Inventariado;Dirección General De Patrimonio;N;S;N;1990/07/24 00:00:00.000000000;;;906,35;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Residencial Unitario Bloque Exento;Residencial Unitario Bloque Exento
Antiguo Palacio De Justicia De Alicante: Audiencia Provincial Y Juzgado De Menores;Alicante/Alacant;Alacant/Alicante;Judicial;Edificio;Inventariado;Conselleria De Justicia Y Administración Publica;N;S;N;1995/03/01 00:00:00.000000000;;;4730,79;Desconocida;Desconeguda;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Antiguo Servicio De Urgencias De Moncada;Valencia/València;Moncada;Sanitario;Local;Inventariado;Conselleria De Sanidad;N;N;N;1988/01/01 00:00:00.000000000;;;181,4;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Aparcamiento Hospital Universitario Elda (Antiguo Cee Miguel De Cervantes);Alicante/Alacant;Elda;Sanitario;Complejo;Inventariado;Conselleria De Sanidad;N;S;N;1983/07/01 00:00:00.000000000;;;2942,59;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Educativo-Cultural;Educativo-Cultural
Aparcamiento Y Jardin  (Solar Resultado De La Demolición De Casas Situadas En El Mismo);Valencia/València;Calles;Patrimonial;Suelo Urbano;Inventariado;Dirección General De Patrimonio;N;S;N;1984/08/01 00:00:00.000000000;;;0,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Aparcamientos;Valencia/València;Marines;Patrimonial;Suelo No Urbanizable;Inventariado;Dirección General De Patrimonio;N;S;N;1990/12/11 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Apeaderos Y Vias  Ferreas  De La Linea Del Empalme A  Betera;Valencia/València;Bétera;Servic. Ferroviarios (Estaciones,Lineas);Infraestructura;Inventariado;Ferrocarrils De La Generalitat Valencian;N;N;N;1986/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Apeaderos Y Vias  Ferreas Linea 2  Valencia-Lliria;Valencia/València;Llíria;Servic. Ferroviarios (Estaciones,Lineas);Infraestructura;Inventariado;Ferrocarrils De La Generalitat Valencian;N;N;N;1986/01/01 00:00:00.000000000;;;170046,0;Desconocida;Desconeguda;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Archivo De La Coput;Valencia/València;Alaquàs;Administrativo;Local;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;2011/03/07 00:00:00.000000000;;;2466,22;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Multiple Bloque Exento;Residencial Multiple Bloque Exento
Archivo De Los Servicios Territoriales;Alicante/Alacant;Alacant/Alicante;Almacen Y Archivos;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1984/01/01 00:00:00.000000000;;;61,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Archivo Del Instituto Valenciano De La Juventud;Valencia/València;València;Almacen Y Archivos;Local;Inventariado;Instituto Valenciano De La Juventud;N;S;N;1982/12/29 00:00:00.000000000;;;117,79;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Archivo En El Poligono Grupo La Paz I;Alicante/Alacant;Alacant/Alicante;Almacen Y Archivos;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1984/01/01 00:00:00.000000000;;;102,0;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial;Residencial
Archivo General De Juzgados De La Provincia De Alicante;Alicante/Alacant;Alacant/Alicante;Almacen Y Archivos;Edificio;Inventariado;Conselleria De Justicia Y Administración Publica;N;N;N;2019/04/18 00:00:00.000000000;;;1338,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Arrendatario;Arrendatari;Desconocido;Desconegut
Archivo Judicial De Alicante.;Alicante/Alacant;Alacant/Alicante;Almacen Y Archivos;Complejo;Inventariado;Conselleria De Justicia Y Administración Publica;N;N;N;2022/02/18 00:00:00.000000000;;;4442,0;Terciario;Terciario;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Arrendatario;Arrendatari;Desconocido;Desconegut
Archivo Judicial Territorial;Alicante/Alacant;Alacant/Alicante;Judicial;Local;Inventariado;Conselleria De Justicia Y Administración Publica;N;N;N;2004/05/10 00:00:00.000000000;;;1786,46;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Arrendatario;Arrendatari;Desconocido;Desconegut
Archivos De Los Juzgados De Lliria;Valencia/València;Llíria;Judicial;Local;Inventariado;Conselleria De Justicia Y Administración Publica;N;N;N;2009/11/06 00:00:00.000000000;;;80,0;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Arrendatario;Arrendatari;Desconocido;Desconegut
Archivos Servicios Territoriales De Arquitectura Y Vivienda;Valencia/València;València;Administrativo;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1986/09/17 00:00:00.000000000;;;270,4;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Area De Proteccion De Los Vegetales Y Emisora Central Prevencion Incendios Forestales;Castellón/Castelló;Almassora;Agrario - Agricultura;Complejo;Inventariado;Conselleria De Agricultura Agua Ganaderia Y Pesca;N;S;N;1982/01/01 00:00:00.000000000;;;1261,76;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Industrial Bloque Exento;Industrial Bloque Exento
Area De Proteccion De Los Vegetales Y Emisora Central Prevencion Incendios Forestales;Castellón/Castelló;Almassora;Agrario - Agricultura;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1982/01/01 00:00:00.000000000;;;1261,76;Industrial;Industrial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Industrial Bloque Exento;Industrial Bloque Exento
Arqueta De Connexión Para El Modificado Núm. 2 Del Projecto De Colectores General Y Estacion Depuradora De Aguas Residuales (Edar) De Novelda Y Monfor;Alicante/Alacant;Monforte del Cid;Servicio Hidraulico Edar;Infraestructura;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;2009/04/27 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Arrendamiento Sede Provisional Avsf;Valencia/València;València;Administrativo;Local;Inventariado;Agencia Valenciana De Seguridad Ferroviária;N;N;N;2021/12/01 00:00:00.000000000;;;250,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Arrendatario;Arrendatari;Desconocido;Desconegut
Asociacion Alumnos Tercera Edad (Asaute) Alicante (Antes Centro Cultural Gastón Castelló);Alicante/Alacant;Alacant/Alicante;Cultural;Local;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;S;1983/07/01 00:00:00.000000000;;;463,23;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Asociacion De Comparsas Moros Y Cristianos. Mare De Deu De La Salut (Antes Club Juvenil De Onil Transferido En Materia De Cultura);Alicante/Alacant;Onil;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1982/12/29 00:00:00.000000000;;;628,65;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Equipamientos;Equipamientos
Asociacion De Familiares De Enfermos De Alzheimer Y Otra Demencias (A.F.A) Miguel Hernandez;Alicante/Alacant;Cox;Asistencial Social;Edificio;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;S;2006/03/13 00:00:00.000000000;;;1166,16;Dotacional Publico;Dotacional Publico;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Asociacion De Vecinos Cabanyal-Canyamelar Y Asociacion Cultural Homufes Comparsa Cristiana (Antes Asociación Vecinos Lescoleta);Valencia/València;València;Cultural;Local;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1983/01/01 00:00:00.000000000;;;82,59;Ensanche;Ensanche;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
Asociación De Vecinos Y Centro De Salud (Antes Centro Y Laboratorio De Calidad De La Construcción Y Lab. Servicio Territorial De Carreteras);Valencia/València;València;Sanitario;Complejo;Inventariado;Conselleria De Sanidad;N;N;N;1984/07/18 00:00:00.000000000;;;1337,0;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Sistema Local Servicio Publico;Sistema Local Servicio Publico
Asociación De Vecinos, Ciudadanos Y Consumidores 400 Viviendas (Antes Centro Social Grupo La Paz);Alicante/Alacant;Alacant/Alicante;Asistencial Social;Local;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;1982/01/01 00:00:00.000000000;;;236,32;Edificación Abierta;Edificación Abierta;Suelo Urbano;Suelo Urbano;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Residencial Plurifamiliar;Residencial Plurifamiliar
